"fips","state","abb","year","key","value"
"30","Montana","MT","2000","gross_cost_to_non-resident_hunters",14537708
"31","Nebraska","NE","2000","gross_cost_to_non-resident_hunters",2763030
"32","Nevada","NV","2000","gross_cost_to_non-resident_hunters",1338988
"33","New Hampshire","NH","2000","gross_cost_to_non-resident_hunters",1222040
"34","New Jersey","NJ","2000","gross_cost_to_non-resident_hunters",910332
"35","New Mexico","NM","2000","gross_cost_to_non-resident_hunters",6780000
"36","New York","NY","2000","gross_cost_to_non-resident_hunters",4913434
"37","North Carolina","NC","2000","gross_cost_to_non-resident_hunters",932310
"38","North Dakota","ND","2000","gross_cost_to_non-resident_hunters",2981069
"39","Ohio","OH","2000","gross_cost_to_non-resident_hunters",1159671
"40","Oklahoma","OK","2000","gross_cost_to_non-resident_hunters",956552
"41","Oregon","OR","2000","gross_cost_to_non-resident_hunters",4296664
"42","Pennsylvania","PA","2000","gross_cost_to_non-resident_hunters",7831329
"44","Rhode Island","RI","2000","gross_cost_to_non-resident_hunters",71970
"45","South Carolina","SC","2000","gross_cost_to_non-resident_hunters",3698409
"46","South Dakota","SD","2000","gross_cost_to_non-resident_hunters",8773995
"47","Tennessee","TN","2000","gross_cost_to_non-resident_hunters",1718346
"48","Texas","TX","2000","gross_cost_to_non-resident_hunters",6599083
"49","Utah","UT","2000","gross_cost_to_non-resident_hunters",2113036
"50","Vermont","VT","2000","gross_cost_to_non-resident_hunters",1413520
"51","Virginia","VA","2000","gross_cost_to_non-resident_hunters",2326967
"53","Washington","WA","2000","gross_cost_to_non-resident_hunters",811070
"54","West Virginia","WV","2000","gross_cost_to_non-resident_hunters",5867875
"55","Wisconsin","WI","2000","gross_cost_to_non-resident_hunters",7970259
"56","Wyoming","WY","2000","gross_cost_to_non-resident_hunters",14914940
"01","Alabama","AL","2000","total_gross_cost_to_hunters",7658106
"02","Alaska","AK","2000","total_gross_cost_to_hunters",9595628
"04","Arizona","AZ","2000","total_gross_cost_to_hunters",8801948
"05","Arkansas","AR","2000","total_gross_cost_to_hunters",11710709
"06","California","CA","2000","total_gross_cost_to_hunters",14903695
"08","Colorado","CO","2000","total_gross_cost_to_hunters",42632420
"09","Connecticut","CT","2000","total_gross_cost_to_hunters",1709702
"10","Delaware","DE","2000","total_gross_cost_to_hunters",516610
"12","Florida","FL","2000","total_gross_cost_to_hunters",4690698
"13","Georgia","GA","2000","total_gross_cost_to_hunters",12760537
"15","Hawaii","HI","2000","total_gross_cost_to_hunters",159790
"16","Idaho","ID","2000","total_gross_cost_to_hunters",18470404
"17","Illinois","IL","2000","total_gross_cost_to_hunters",11367854
"18","Indiana","IN","2000","total_gross_cost_to_hunters",8327420
"19","Iowa","IA","2000","total_gross_cost_to_hunters",13259788
"20","Kansas","KS","2000","total_gross_cost_to_hunters",11495520
"21","Kentucky","KY","2000","total_gross_cost_to_hunters",10450971
"22","Louisiana","LA","2000","total_gross_cost_to_hunters",7655111
"23","Maine","ME","2000","total_gross_cost_to_hunters",6101552
"24","Maryland","MD","2000","total_gross_cost_to_hunters",4504331
"25","Massachusetts","MA","2000","total_gross_cost_to_hunters",2359911
"26","Michigan","MI","2000","total_gross_cost_to_hunters",25785825
"27","Minnesota","MN","2000","total_gross_cost_to_hunters",22114511
"28","Mississippi","MS","2000","total_gross_cost_to_hunters",8218001
"29","Missouri","MO","2000","total_gross_cost_to_hunters",17065701
"30","Montana","MT","2000","total_gross_cost_to_hunters",20461928
"31","Nebraska","NE","2000","total_gross_cost_to_hunters",7957139
"32","Nevada","NV","2000","total_gross_cost_to_hunters",3063841
"33","New Hampshire","NH","2000","total_gross_cost_to_hunters",3181495
"34","New Jersey","NJ","2000","total_gross_cost_to_hunters",7784732
"35","New Mexico","NM","2000","total_gross_cost_to_hunters",10800000
"36","New York","NY","2000","total_gross_cost_to_hunters",19027929
"37","North Carolina","NC","2000","total_gross_cost_to_hunters",8980565
"38","North Dakota","ND","2000","total_gross_cost_to_hunters",5924294
"39","Ohio","OH","2000","total_gross_cost_to_hunters",16654003
"40","Oklahoma","OK","2000","total_gross_cost_to_hunters",7242936
"41","Oregon","OR","2000","total_gross_cost_to_hunters",19020649
"42","Pennsylvania","PA","2000","total_gross_cost_to_hunters",37214152
"44","Rhode Island","RI","2000","total_gross_cost_to_hunters",285961
"45","South Carolina","SC","2000","total_gross_cost_to_hunters",7010658
"46","South Dakota","SD","2000","total_gross_cost_to_hunters",13878799
"47","Tennessee","TN","2000","total_gross_cost_to_hunters",14158985
"48","Texas","TX","2000","total_gross_cost_to_hunters",25060544
"49","Utah","UT","2000","total_gross_cost_to_hunters",9498647
"50","Vermont","VT","2000","total_gross_cost_to_hunters",3825103
"51","Virginia","VA","2000","total_gross_cost_to_hunters",11035079
"53","Washington","WA","2000","total_gross_cost_to_hunters",13988504
"54","West Virginia","WV","2000","total_gross_cost_to_hunters",10426126
"55","Wisconsin","WI","2000","total_gross_cost_to_hunters",34692525
"56","Wyoming","WY","2000","total_gross_cost_to_hunters",19206726
"01","Alabama","AL","2010","certified_paid_hunting_license_holders",264710
"02","Alaska","AK","2010","certified_paid_hunting_license_holders",97858
"04","Arizona","AZ","2010","certified_paid_hunting_license_holders",201627
"05","Arkansas","AR","2010","certified_paid_hunting_license_holders",381521
"06","California","CA","2010","certified_paid_hunting_license_holders",296623
"08","Colorado","CO","2010","certified_paid_hunting_license_holders",294186
"09","Connecticut","CT","2010","certified_paid_hunting_license_holders",49493
"10","Delaware","DE","2010","certified_paid_hunting_license_holders",18746
"12","Florida","FL","2010","certified_paid_hunting_license_holders",170554
"13","Georgia","GA","2010","certified_paid_hunting_license_holders",302190
"15","Hawaii","HI","2010","certified_paid_hunting_license_holders",7407
"16","Idaho","ID","2010","certified_paid_hunting_license_holders",256664
"17","Illinois","IL","2010","certified_paid_hunting_license_holders",301688
"18","Indiana","IN","2010","certified_paid_hunting_license_holders",264323
"19","Iowa","IA","2010","certified_paid_hunting_license_holders",271434
"20","Kansas","KS","2010","certified_paid_hunting_license_holders",214107
"21","Kentucky","KY","2010","certified_paid_hunting_license_holders",339483
"22","Louisiana","LA","2010","certified_paid_hunting_license_holders",304661
"23","Maine","ME","2010","certified_paid_hunting_license_holders",196160
"24","Maryland","MD","2010","certified_paid_hunting_license_holders",120630
"25","Massachusetts","MA","2010","certified_paid_hunting_license_holders",57153
"26","Michigan","MI","2010","certified_paid_hunting_license_holders",790789
"27","Minnesota","MN","2010","certified_paid_hunting_license_holders",579060
"28","Mississippi","MS","2010","certified_paid_hunting_license_holders",238036
"29","Missouri","MO","2010","certified_paid_hunting_license_holders",480883
"30","Montana","MT","2010","certified_paid_hunting_license_holders",243751
"31","Nebraska","NE","2010","certified_paid_hunting_license_holders",177939
"32","Nevada","NV","2010","certified_paid_hunting_license_holders",65047
"33","New Hampshire","NH","2010","certified_paid_hunting_license_holders",59768
"34","New Jersey","NJ","2010","certified_paid_hunting_license_holders",76398
"35","New Mexico","NM","2010","certified_paid_hunting_license_holders",100346
"36","New York","NY","2010","certified_paid_hunting_license_holders",597006
"37","North Carolina","NC","2010","certified_paid_hunting_license_holders",475375
"38","North Dakota","ND","2010","certified_paid_hunting_license_holders",163174
"39","Ohio","OH","2010","certified_paid_hunting_license_holders",395567
"40","Oklahoma","OK","2010","certified_paid_hunting_license_holders",356257
"41","Oregon","OR","2010","certified_paid_hunting_license_holders",279893
"42","Pennsylvania","PA","2010","certified_paid_hunting_license_holders",925885
"44","Rhode Island","RI","2010","certified_paid_hunting_license_holders",9075
"45","South Carolina","SC","2010","certified_paid_hunting_license_holders",204445
"46","South Dakota","SD","2010","certified_paid_hunting_license_holders",259159
"47","Tennessee","TN","2010","certified_paid_hunting_license_holders",671120
"48","Texas","TX","2010","certified_paid_hunting_license_holders",1020779
"49","Utah","UT","2010","certified_paid_hunting_license_holders",165033
"50","Vermont","VT","2010","certified_paid_hunting_license_holders",84044
"51","Virginia","VA","2010","certified_paid_hunting_license_holders",307995
"53","Washington","WA","2010","certified_paid_hunting_license_holders",209050
"54","West Virginia","WV","2010","certified_paid_hunting_license_holders",229115
"55","Wisconsin","WI","2010","certified_paid_hunting_license_holders",721399
"56","Wyoming","WY","2010","certified_paid_hunting_license_holders",149581
"01","Alabama","AL","2010","resident_hunting_licenses_tags_permits_stamps",243626
"02","Alaska","AK","2010","resident_hunting_licenses_tags_permits_stamps",198929
"04","Arizona","AZ","2010","resident_hunting_licenses_tags_permits_stamps",380351
"05","Arkansas","AR","2010","resident_hunting_licenses_tags_permits_stamps",345071
"06","California","CA","2010","resident_hunting_licenses_tags_permits_stamps",821038
"08","Colorado","CO","2010","resident_hunting_licenses_tags_permits_stamps",408997
"09","Connecticut","CT","2010","resident_hunting_licenses_tags_permits_stamps",118086
"10","Delaware","DE","2010","resident_hunting_licenses_tags_permits_stamps",40912
"12","Florida","FL","2010","resident_hunting_licenses_tags_permits_stamps",309961
"13","Georgia","GA","2010","resident_hunting_licenses_tags_permits_stamps",1148116
"15","Hawaii","HI","2010","resident_hunting_licenses_tags_permits_stamps",7515
"16","Idaho","ID","2010","resident_hunting_licenses_tags_permits_stamps",847959
"17","Illinois","IL","2010","resident_hunting_licenses_tags_permits_stamps",1337971
"18","Indiana","IN","2010","resident_hunting_licenses_tags_permits_stamps",432866
"19","Iowa","IA","2010","resident_hunting_licenses_tags_permits_stamps",854462
"20","Kansas","KS","2010","resident_hunting_licenses_tags_permits_stamps",370925
"21","Kentucky","KY","2010","resident_hunting_licenses_tags_permits_stamps",499322
"22","Louisiana","LA","2010","resident_hunting_licenses_tags_permits_stamps",248152
"23","Maine","ME","2010","resident_hunting_licenses_tags_permits_stamps",233404
"24","Maryland","MD","2010","resident_hunting_licenses_tags_permits_stamps",268935
"25","Massachusetts","MA","2010","resident_hunting_licenses_tags_permits_stamps",209850
"26","Michigan","MI","2010","resident_hunting_licenses_tags_permits_stamps",1939308
"27","Minnesota","MN","2010","resident_hunting_licenses_tags_permits_stamps",1384613
"28","Mississippi","MS","2010","resident_hunting_licenses_tags_permits_stamps",277109
"29","Missouri","MO","2010","resident_hunting_licenses_tags_permits_stamps",1648597
"30","Montana","MT","2010","resident_hunting_licenses_tags_permits_stamps",890881
"31","Nebraska","NE","2010","resident_hunting_licenses_tags_permits_stamps",392345
"32","Nevada","NV","2010","resident_hunting_licenses_tags_permits_stamps",108446
"33","New Hampshire","NH","2010","resident_hunting_licenses_tags_permits_stamps",188368
"34","New Jersey","NJ","2010","resident_hunting_licenses_tags_permits_stamps",304053
"35","New Mexico","NM","2010","resident_hunting_licenses_tags_permits_stamps",234694
"36","New York","NY","2010","resident_hunting_licenses_tags_permits_stamps",846500
"37","North Carolina","NC","2010","resident_hunting_licenses_tags_permits_stamps",341331
"38","North Dakota","ND","2010","resident_hunting_licenses_tags_permits_stamps",494585
"39","Ohio","OH","2010","resident_hunting_licenses_tags_permits_stamps",1022683
"40","Oklahoma","OK","2010","resident_hunting_licenses_tags_permits_stamps",272870
"41","Oregon","OR","2010","resident_hunting_licenses_tags_permits_stamps",256945
"42","Pennsylvania","PA","2010","resident_hunting_licenses_tags_permits_stamps",2423730
"44","Rhode Island","RI","2010","resident_hunting_licenses_tags_permits_stamps",31677
"45","South Carolina","SC","2010","resident_hunting_licenses_tags_permits_stamps",509188
"46","South Dakota","SD","2010","resident_hunting_licenses_tags_permits_stamps",290009
"47","Tennessee","TN","2010","resident_hunting_licenses_tags_permits_stamps",735592
"48","Texas","TX","2010","resident_hunting_licenses_tags_permits_stamps",1516381
"49","Utah","UT","2010","resident_hunting_licenses_tags_permits_stamps",276354
"50","Vermont","VT","2010","resident_hunting_licenses_tags_permits_stamps",154254
"51","Virginia","VA","2010","resident_hunting_licenses_tags_permits_stamps",754081
"53","Washington","WA","2010","resident_hunting_licenses_tags_permits_stamps",753609
"54","West Virginia","WV","2010","resident_hunting_licenses_tags_permits_stamps",579073
"55","Wisconsin","WI","2010","resident_hunting_licenses_tags_permits_stamps",2740233
"56","Wyoming","WY","2010","resident_hunting_licenses_tags_permits_stamps",177238
"01","Alabama","AL","2010","non-resident_hunting_licenses_tags_permits_stamps",43829
"02","Alaska","AK","2010","non-resident_hunting_licenses_tags_permits_stamps",40628
"04","Arizona","AZ","2010","non-resident_hunting_licenses_tags_permits_stamps",38810
"05","Arkansas","AR","2010","non-resident_hunting_licenses_tags_permits_stamps",89408
"06","California","CA","2010","non-resident_hunting_licenses_tags_permits_stamps",15656
"08","Colorado","CO","2010","non-resident_hunting_licenses_tags_permits_stamps",129737
"09","Connecticut","CT","2010","non-resident_hunting_licenses_tags_permits_stamps",6561
"10","Delaware","DE","2010","non-resident_hunting_licenses_tags_permits_stamps",6650
"12","Florida","FL","2010","non-resident_hunting_licenses_tags_permits_stamps",12484
"13","Georgia","GA","2010","non-resident_hunting_licenses_tags_permits_stamps",106255
"15","Hawaii","HI","2010","non-resident_hunting_licenses_tags_permits_stamps",288
"16","Idaho","ID","2010","non-resident_hunting_licenses_tags_permits_stamps",111337
"17","Illinois","IL","2010","non-resident_hunting_licenses_tags_permits_stamps",129887
"18","Indiana","IN","2010","non-resident_hunting_licenses_tags_permits_stamps",19113
"19","Iowa","IA","2010","non-resident_hunting_licenses_tags_permits_stamps",116689
"20","Kansas","KS","2010","non-resident_hunting_licenses_tags_permits_stamps",118803
"21","Kentucky","KY","2010","non-resident_hunting_licenses_tags_permits_stamps",63664
"22","Louisiana","LA","2010","non-resident_hunting_licenses_tags_permits_stamps",16787
"23","Maine","ME","2010","non-resident_hunting_licenses_tags_permits_stamps",43089
"24","Maryland","MD","2010","non-resident_hunting_licenses_tags_permits_stamps",52839
"25","Massachusetts","MA","2010","non-resident_hunting_licenses_tags_permits_stamps",14596
"26","Michigan","MI","2010","non-resident_hunting_licenses_tags_permits_stamps",36407
"27","Minnesota","MN","2010","non-resident_hunting_licenses_tags_permits_stamps",35263
"28","Mississippi","MS","2010","non-resident_hunting_licenses_tags_permits_stamps",85839
"29","Missouri","MO","2010","non-resident_hunting_licenses_tags_permits_stamps",79874
"30","Montana","MT","2010","non-resident_hunting_licenses_tags_permits_stamps",149101
"31","Nebraska","NE","2010","non-resident_hunting_licenses_tags_permits_stamps",66867
"32","Nevada","NV","2010","non-resident_hunting_licenses_tags_permits_stamps",19468
"33","New Hampshire","NH","2010","non-resident_hunting_licenses_tags_permits_stamps",33996
"34","New Jersey","NJ","2010","non-resident_hunting_licenses_tags_permits_stamps",151013
"35","New Mexico","NM","2010","non-resident_hunting_licenses_tags_permits_stamps",61959
"36","New York","NY","2010","non-resident_hunting_licenses_tags_permits_stamps",52536
"37","North Carolina","NC","2010","non-resident_hunting_licenses_tags_permits_stamps",31724
"38","North Dakota","ND","2010","non-resident_hunting_licenses_tags_permits_stamps",182938
"39","Ohio","OH","2010","non-resident_hunting_licenses_tags_permits_stamps",61594
"40","Oklahoma","OK","2010","non-resident_hunting_licenses_tags_permits_stamps",19644
"41","Oregon","OR","2010","non-resident_hunting_licenses_tags_permits_stamps",22948
"42","Pennsylvania","PA","2010","non-resident_hunting_licenses_tags_permits_stamps",112646
"44","Rhode Island","RI","2010","non-resident_hunting_licenses_tags_permits_stamps",2951
"45","South Carolina","SC","2010","non-resident_hunting_licenses_tags_permits_stamps",49344
"46","South Dakota","SD","2010","non-resident_hunting_licenses_tags_permits_stamps",149528
"47","Tennessee","TN","2010","non-resident_hunting_licenses_tags_permits_stamps",47523
"48","Texas","TX","2010","non-resident_hunting_licenses_tags_permits_stamps",79703
"49","Utah","UT","2010","non-resident_hunting_licenses_tags_permits_stamps",16341
"50","Vermont","VT","2010","non-resident_hunting_licenses_tags_permits_stamps",18710
"51","Virginia","VA","2010","non-resident_hunting_licenses_tags_permits_stamps",48445
"53","Washington","WA","2010","non-resident_hunting_licenses_tags_permits_stamps",9562
"54","West Virginia","WV","2010","non-resident_hunting_licenses_tags_permits_stamps",157310
"55","Wisconsin","WI","2010","non-resident_hunting_licenses_tags_permits_stamps",147648
"56","Wyoming","WY","2010","non-resident_hunting_licenses_tags_permits_stamps",101394
"01","Alabama","AL","2010","total_hunting_licenses_tags_permits_stamps",287455
"02","Alaska","AK","2010","total_hunting_licenses_tags_permits_stamps",239557
"04","Arizona","AZ","2010","total_hunting_licenses_tags_permits_stamps",419161
"05","Arkansas","AR","2010","total_hunting_licenses_tags_permits_stamps",434479
"06","California","CA","2010","total_hunting_licenses_tags_permits_stamps",836694
"08","Colorado","CO","2010","total_hunting_licenses_tags_permits_stamps",538734
"09","Connecticut","CT","2010","total_hunting_licenses_tags_permits_stamps",124647
"10","Delaware","DE","2010","total_hunting_licenses_tags_permits_stamps",47562
"12","Florida","FL","2010","total_hunting_licenses_tags_permits_stamps",322445
"13","Georgia","GA","2010","total_hunting_licenses_tags_permits_stamps",1254371
"15","Hawaii","HI","2010","total_hunting_licenses_tags_permits_stamps",7803
"16","Idaho","ID","2010","total_hunting_licenses_tags_permits_stamps",959296
"17","Illinois","IL","2010","total_hunting_licenses_tags_permits_stamps",1467858
"18","Indiana","IN","2010","total_hunting_licenses_tags_permits_stamps",451979
"19","Iowa","IA","2010","total_hunting_licenses_tags_permits_stamps",971151
"20","Kansas","KS","2010","total_hunting_licenses_tags_permits_stamps",489728
"21","Kentucky","KY","2010","total_hunting_licenses_tags_permits_stamps",562986
"22","Louisiana","LA","2010","total_hunting_licenses_tags_permits_stamps",264939
"23","Maine","ME","2010","total_hunting_licenses_tags_permits_stamps",276493
"24","Maryland","MD","2010","total_hunting_licenses_tags_permits_stamps",321774
"25","Massachusetts","MA","2010","total_hunting_licenses_tags_permits_stamps",224446
"26","Michigan","MI","2010","total_hunting_licenses_tags_permits_stamps",1975715
"27","Minnesota","MN","2010","total_hunting_licenses_tags_permits_stamps",1419876
"28","Mississippi","MS","2010","total_hunting_licenses_tags_permits_stamps",362948
"29","Missouri","MO","2010","total_hunting_licenses_tags_permits_stamps",1728471
"30","Montana","MT","2010","total_hunting_licenses_tags_permits_stamps",1039982
"31","Nebraska","NE","2010","total_hunting_licenses_tags_permits_stamps",459212
"32","Nevada","NV","2010","total_hunting_licenses_tags_permits_stamps",127914
"33","New Hampshire","NH","2010","total_hunting_licenses_tags_permits_stamps",222364
"34","New Jersey","NJ","2010","total_hunting_licenses_tags_permits_stamps",455066
"35","New Mexico","NM","2010","total_hunting_licenses_tags_permits_stamps",296653
"36","New York","NY","2010","total_hunting_licenses_tags_permits_stamps",899036
"37","North Carolina","NC","2010","total_hunting_licenses_tags_permits_stamps",373055
"38","North Dakota","ND","2010","total_hunting_licenses_tags_permits_stamps",677523
"39","Ohio","OH","2010","total_hunting_licenses_tags_permits_stamps",1084277
"40","Oklahoma","OK","2010","total_hunting_licenses_tags_permits_stamps",292514
"41","Oregon","OR","2010","total_hunting_licenses_tags_permits_stamps",279893
"42","Pennsylvania","PA","2010","total_hunting_licenses_tags_permits_stamps",2536376
"44","Rhode Island","RI","2010","total_hunting_licenses_tags_permits_stamps",34628
"45","South Carolina","SC","2010","total_hunting_licenses_tags_permits_stamps",558532
"46","South Dakota","SD","2010","total_hunting_licenses_tags_permits_stamps",439537
"47","Tennessee","TN","2010","total_hunting_licenses_tags_permits_stamps",783115
"48","Texas","TX","2010","total_hunting_licenses_tags_permits_stamps",1596084
"49","Utah","UT","2010","total_hunting_licenses_tags_permits_stamps",292695
"50","Vermont","VT","2010","total_hunting_licenses_tags_permits_stamps",172964
"51","Virginia","VA","2010","total_hunting_licenses_tags_permits_stamps",802526
"53","Washington","WA","2010","total_hunting_licenses_tags_permits_stamps",763171
"54","West Virginia","WV","2010","total_hunting_licenses_tags_permits_stamps",736383
"55","Wisconsin","WI","2010","total_hunting_licenses_tags_permits_stamps",2887881
"56","Wyoming","WY","2010","total_hunting_licenses_tags_permits_stamps",278632
"01","Alabama","AL","2010","total_gross_cost_to_hunters",12337241
"02","Alaska","AK","2010","total_gross_cost_to_hunters",8223411
"04","Arizona","AZ","2010","total_gross_cost_to_hunters",16729408
"05","Arkansas","AR","2010","total_gross_cost_to_hunters",12990082
"06","California","CA","2010","total_gross_cost_to_hunters",18898487
"08","Colorado","CO","2010","total_gross_cost_to_hunters",56200410.14
"09","Connecticut","CT","2010","total_gross_cost_to_hunters",2159189
"10","Delaware","DE","2010","total_gross_cost_to_hunters",982528
"12","Florida","FL","2010","total_gross_cost_to_hunters",5851620
"13","Georgia","GA","2010","total_gross_cost_to_hunters",13453679
"15","Hawaii","HI","2010","total_gross_cost_to_hunters",261851
"16","Idaho","ID","2010","total_gross_cost_to_hunters",23872335
"17","Illinois","IL","2010","total_gross_cost_to_hunters",26373550
"18","Indiana","IN","2010","total_gross_cost_to_hunters",9877817
"19","Iowa","IA","2010","total_gross_cost_to_hunters",20893131
"20","Kansas","KS","2010","total_gross_cost_to_hunters",16999994
"21","Kentucky","KY","2010","total_gross_cost_to_hunters",15167121
"22","Louisiana","LA","2010","total_gross_cost_to_hunters",5483530
"23","Maine","ME","2010","total_gross_cost_to_hunters",8233351
"24","Maryland","MD","2010","total_gross_cost_to_hunters",6182140
"25","Massachusetts","MA","2010","total_gross_cost_to_hunters",1826221
"26","Michigan","MI","2010","total_gross_cost_to_hunters",27705005
"27","Minnesota","MN","2010","total_gross_cost_to_hunters",30515932
"28","Mississippi","MS","2010","total_gross_cost_to_hunters",11848479
"29","Missouri","MO","2010","total_gross_cost_to_hunters",19484882.5
"30","Montana","MT","2010","total_gross_cost_to_hunters",29139457
"31","Nebraska","NE","2010","total_gross_cost_to_hunters",11773291
"32","Nevada","NV","2010","total_gross_cost_to_hunters",5487441
"33","New Hampshire","NH","2010","total_gross_cost_to_hunters",3897560
"34","New Jersey","NJ","2010","total_gross_cost_to_hunters",7778910
"35","New Mexico","NM","2010","total_gross_cost_to_hunters",14469466
"36","New York","NY","2010","total_gross_cost_to_hunters",18673805
"37","North Carolina","NC","2010","total_gross_cost_to_hunters",7924776
"38","North Dakota","ND","2010","total_gross_cost_to_hunters",11931333
"39","Ohio","OH","2010","total_gross_cost_to_hunters",21590929
"40","Oklahoma","OK","2010","total_gross_cost_to_hunters",8207442.5
"41","Oregon","OR","2010","total_gross_cost_to_hunters",21747044
"42","Pennsylvania","PA","2010","total_gross_cost_to_hunters",36277899
"44","Rhode Island","RI","2010","total_gross_cost_to_hunters",466700
"45","South Carolina","SC","2010","total_gross_cost_to_hunters",7791890
"46","South Dakota","SD","2010","total_gross_cost_to_hunters",23023162
"47","Tennessee","TN","2010","total_gross_cost_to_hunters",17578362
"48","Texas","TX","2010","total_gross_cost_to_hunters",38467137
"49","Utah","UT","2010","total_gross_cost_to_hunters",12005639
"50","Vermont","VT","2010","total_gross_cost_to_hunters",3913269.5
"51","Virginia","VA","2010","total_gross_cost_to_hunters",14910326
"53","Washington","WA","2010","total_gross_cost_to_hunters",12665937
"54","West Virginia","WV","2010","total_gross_cost_to_hunters",9792622
"55","Wisconsin","WI","2010","total_gross_cost_to_hunters",39526225
"56","Wyoming","WY","2010","total_gross_cost_to_hunters",25267335
"01","Alabama","AL","2020","certified_paid_hunting_license_holders",503144
"02","Alaska","AK","2020","certified_paid_hunting_license_holders",90406
"04","Arizona","AZ","2020","certified_paid_hunting_license_holders",304789
"05","Arkansas","AR","2020","certified_paid_hunting_license_holders",293356
"06","California","CA","2020","certified_paid_hunting_license_holders",267170
"08","Colorado","CO","2020","certified_paid_hunting_license_holders",295451
"09","Connecticut","CT","2020","certified_paid_hunting_license_holders",34340
"10","Delaware","DE","2020","certified_paid_hunting_license_holders",16291
"12","Florida","FL","2020","certified_paid_hunting_license_holders",189706
"13","Georgia","GA","2020","certified_paid_hunting_license_holders",625142
"15","Hawaii","HI","2020","certified_paid_hunting_license_holders",10614
"16","Idaho","ID","2020","certified_paid_hunting_license_holders",288613
"17","Illinois","IL","2020","certified_paid_hunting_license_holders",297243
"18","Indiana","IN","2020","certified_paid_hunting_license_holders",253611
"19","Iowa","IA","2020","certified_paid_hunting_license_holders",218483
"20","Kansas","KS","2020","certified_paid_hunting_license_holders",248430
"21","Kentucky","KY","2020","certified_paid_hunting_license_holders",334342
"22","Louisiana","LA","2020","certified_paid_hunting_license_holders",396621
"23","Maine","ME","2020","certified_paid_hunting_license_holders",154580
"24","Maryland","MD","2020","certified_paid_hunting_license_holders",119202
"25","Massachusetts","MA","2020","certified_paid_hunting_license_holders",56985
"26","Michigan","MI","2020","certified_paid_hunting_license_holders",665431
"27","Minnesota","MN","2020","certified_paid_hunting_license_holders",550087
"28","Mississippi","MS","2020","certified_paid_hunting_license_holders",288287
"29","Missouri","MO","2020","certified_paid_hunting_license_holders",486025
"30","Montana","MT","2020","certified_paid_hunting_license_holders",224248
"31","Nebraska","NE","2020","certified_paid_hunting_license_holders",183516
"32","Nevada","NV","2020","certified_paid_hunting_license_holders",69681
"33","New Hampshire","NH","2020","certified_paid_hunting_license_holders",56001
"34","New Jersey","NJ","2020","certified_paid_hunting_license_holders",71300
"35","New Mexico","NM","2020","certified_paid_hunting_license_holders",110194
"36","New York","NY","2020","certified_paid_hunting_license_holders",556897
"37","North Carolina","NC","2020","certified_paid_hunting_license_holders",603995
"38","North Dakota","ND","2020","certified_paid_hunting_license_holders",131043
"39","Ohio","OH","2020","certified_paid_hunting_license_holders",361119
"40","Oklahoma","OK","2020","certified_paid_hunting_license_holders",558374
"41","Oregon","OR","2020","certified_paid_hunting_license_holders",326663
"42","Pennsylvania","PA","2020","certified_paid_hunting_license_holders",930815
"44","Rhode Island","RI","2020","certified_paid_hunting_license_holders",7208
"45","South Carolina","SC","2020","certified_paid_hunting_license_holders",181820
"46","South Dakota","SD","2020","certified_paid_hunting_license_holders",212736
"47","Tennessee","TN","2020","certified_paid_hunting_license_holders",684364
"48","Texas","TX","2020","certified_paid_hunting_license_holders",1120620
"49","Utah","UT","2020","certified_paid_hunting_license_holders",249765
"50","Vermont","VT","2020","certified_paid_hunting_license_holders",64788
"51","Virginia","VA","2020","certified_paid_hunting_license_holders",261416
"53","Washington","WA","2020","certified_paid_hunting_license_holders",174660
"54","West Virginia","WV","2020","certified_paid_hunting_license_holders",210101
"55","Wisconsin","WI","2020","certified_paid_hunting_license_holders",680733
"56","Wyoming","WY","2020","certified_paid_hunting_license_holders",131318
"01","Alabama","AL","2020","resident_hunting_licenses_tags_permits_stamps",493001
"02","Alaska","AK","2020","resident_hunting_licenses_tags_permits_stamps",400176
"04","Arizona","AZ","2020","resident_hunting_licenses_tags_permits_stamps",426354
"05","Arkansas","AR","2020","resident_hunting_licenses_tags_permits_stamps",360810
"06","California","CA","2020","resident_hunting_licenses_tags_permits_stamps",968752
"08","Colorado","CO","2020","resident_hunting_licenses_tags_permits_stamps",471558
"09","Connecticut","CT","2020","resident_hunting_licenses_tags_permits_stamps",105477
"10","Delaware","DE","2020","resident_hunting_licenses_tags_permits_stamps",47566
"12","Florida","FL","2020","resident_hunting_licenses_tags_permits_stamps",284819
"13","Georgia","GA","2020","resident_hunting_licenses_tags_permits_stamps",1217408
"15","Hawaii","HI","2020","resident_hunting_licenses_tags_permits_stamps",10732
"16","Idaho","ID","2020","resident_hunting_licenses_tags_permits_stamps",1270017
"17","Illinois","IL","2020","resident_hunting_licenses_tags_permits_stamps",1352722
"18","Indiana","IN","2020","resident_hunting_licenses_tags_permits_stamps",351437
"19","Iowa","IA","2020","resident_hunting_licenses_tags_permits_stamps",578244
"20","Kansas","KS","2020","resident_hunting_licenses_tags_permits_stamps",300249
"21","Kentucky","KY","2020","resident_hunting_licenses_tags_permits_stamps",468895
"22","Louisiana","LA","2020","resident_hunting_licenses_tags_permits_stamps",554753
"23","Maine","ME","2020","resident_hunting_licenses_tags_permits_stamps",199058
"24","Maryland","MD","2020","resident_hunting_licenses_tags_permits_stamps",280815
